id|tollbooth_id|strech_name|motorbike|car|Car-axle|bus-2axle|bus-3axle|bus-4axle|truck-2axle|truck-3axle|truck-4axle|truck-5axle|truck-6axle|truck-7axle|truck-8axle|truck-9axle|Load-axle|road_length_km|fair_ref|sct_idVia|via|Motorbike-axle|Car-rush-hour|Car-evening-hour
88|227|Nacajuca-frontera|$      1 7.00|$          3 5.00|$      1 8.00|$       7 2.00|$       7 2.00|$       7 2.00|$       8 5.00|$       8 5.00|$          8 5.00|$          9 7.00|$         9 7.00|$         9 7.00|$           9 7.00|$          9 7.00|$     4 3.00|7.38|pase|256|libramiento de villahermosa|||
89|38|PUENTE NACIONAL GRIJALVA|$      1 3.00|$          2 6.00|$      1 3.00|$       4 7.00|$       4 7.00|$       4 7.00|$       4 7.00|$       4 7.00|$        1 00.00|$        1 00.00|$       1 46.00|$       1 46.00|$         1 46.00|$        1 46.00|$     2 4.00|0.254|pase|77|puente grijalva|||
90|39|PUENTE NACIONAL USUMACINTA|$      1 3.00|$          2 6.00|$      1 3.00|$       4 7.00|$       4 7.00|$       4 7.00|$       4 7.00|$       4 7.00|$        1 00.00|$        1 00.00|$       1 46.00|$       1 46.00|$         1 46.00|$        1 46.00|$     2 4.00|0.347|pase|106|puente usumacinta|||
91|164|puente el zacatal|$      5 4.00|$        1 09.00|$      5 5.00|$    2 30.00|$    2 30.00|$    2 30.00|$    2 29.00|$    2 29.00|$        2 29.00|$        3 71.00|$       3 71.00|$       4 62.00|$         4 62.00|$        4 62.00|$   1 15.00|3.861|pase|76|puente el zacatal|||
92|132|CHAMPOTON-CAMPECHE|$      4 7.00|$          9 5.00|$      4 8.00|$    1 49.00|$    1 49.00|$    1 49.00|$    1 47.00|$    1 47.00|$        1 47.00|$        2 53.00|$       2 53.00|$       3 06.00|$         3 06.00|$        3 06.00|$     7 4.00|39.5|pase|13|Champoton-campeche|||
93|132|Seybaplaya-champeche|$      2 9.00|$          5 8.00|$      2 9.00|$    1 01.00|$    1 01.00|$    1 01.00|$       9 7.00|$       9 7.00|$          9 7.00|$        1 65.00|$       1 65.00|$       1 80.00|$         1 80.00|$        1 80.00|$      49.00|24.5|pase|13|Champoton-campeche|||
94|132|Champoton-seybaplaya|$      2 0.00|$          4 0.00|$      2 0.00|$       4 7.00|$       4 7.00|$       4 7.00|$       4 6.00|$       4 6.00|$          4 6.00|$          9 0.00|$         9 0.00|$         9 2.00|$           9 2.00|$          9 2.00|$      23.00|15|pase|13|Champoton-campeche|||
95|316|CTO. EXT. MEXIQUENSE -T0 JOROBAS|$      4 5.00|$          9 1.00|$      5 1.00|$    2 08.00|$    2 08.00|$    2 08.00|$    2 08.00|$    2 08.00|$        2 08.00|$        3 51.00|$       3 51.00|$       5 17.00|$         5 17.00|$        5 17.00|||pase|||||
96|316|CTO. EXT. MEXIQUENSE -T1 TULTEPEC|$      5 6.00|$        1 13.00|$      6 4.00|$    2 59.00|$    2 59.00|$    2 59.00|$    2 59.00|$    2 59.00|$        2 59.00|$        4 37.00|$       4 37.00|$       6 45.00|$         6 45.00|$        6 45.00|||pase|||||
97|316|CTO. EXT. MEXIQUENSE -T2 CONMEX|$      4 0.00|$          8 0.00|$      4 5.00|$    1 84.00|$    1 84.00|$    1 84.00|$    1 84.00|$    1 84.00|$        1 84.00|$        3 11.00|$       3 11.00|$       4 58.00|$         4 58.00|$        4 58.00|||pase|||||
98|316|CTO. EXT. MEXIQUENSE -T3 NABOR CARRILLO (P|$25.00|$          5 0.00|$      2 8.00|$    1 15.00|$    1 15.00|$    1 15.00|$    1 15.00|$    1 15.00|$        1 15.00|$        1 95.00|$       1 95.00|$       2 87.00|$         2 87.00|$        2 87.00|||pase|||||
99|316|CTO. EXT. MEXIQUENSE -T3 NABOR CARRILLO (B|$17.00|$          3 5.00|$      2 0.00|$       8 1.00|$       8 1.00|$       8 1.00|$       8 1.00|$       8 1.00|$          8 1.00|$        1 36.00|$       1 36.00|$       2 01.00|$         2 01.00|$        2 01.00|||pase|||||
100|316|CTO. EXT. MEXIQUENSE -T4 CHALCO|$      5 8.00|$        1 16.00|$      6 5.00|$    2 66.00|$    2 66.00|$    2 66.00|$    2 66.00|$    2 66.00|$        2 66.00|$        4 50.00|$       4 50.00|$       6 63.00|$         6 63.00|$        6 63.00|||pase|||||
101|316|CTO. EXT. MEXIQUENSE A-1A - A-1B HUEHUETO|$43.00|$           87.00|$      4 9.00|$     200.00|$     200.00|$     200.00|$     200.00|$     200.00|$        2 00.00|$         338.00|$       3 38.00|$        498.00|$          498.00|$        4 98.00|||pase|||||
102|316|CTO. EXT. MEXIQUENSE   A-2 / A-5 HANK GLEZ.|$      1 0.00|$           21.00|$      1 2.00|$       4 8.00|$       4 8.00|$       4 8.00|$       4 8.00|$       4 8.00|$           48.00|$           81.00|$          81.00|$        120.00|$          120.00|$        1 20.00|||pase|||||
103|316|CTO. EXT. MEXIQUENSE  A-6, A-7 PERIFÉRICO|$      1 3.00|$           27.00|$      1 5.00|$       6 2.00|$       6 2.00|$       6 2.00|$       6 2.00|$       6 2.00|$           62.00|$         105.00|$       1 05.00|$        154.00|$          154.00|$        1 54.00|||pase|||||
104|316|CTO. EXT. MEXIQUENSE  A-8 (PICHARDO)|$      1 3.00|$          2 5.00|$      1 4.00|$       5 9.00|$       5 9.00|$       5 9.00|$       5 9.00|$       5 9.00|$          5 9.00|$        1 00.00|$       1 00.00|$       1 47.00|$         1 47.00|$        1 47.00|||pase|||||
105|316|CTO. EXT. MEXIQUENSE  A-9 CTM|$         5.00|$          1 1.00|$        6 .00|$       2 6.00|$       2 6.00|$       2 6.00|$       2 6.00|$       2 6.00|$          2 6.00|$          4 4.00|$         4 4.00|$         6 5.00|$           6 5.00|$          6 5.00|||pase|||||
106|316|CTO. EXT. MEXIQUENSE  T1 JALTENCO|$      2 9.00|$          5 8.00|$      3 3.00|$    1 34.00|$    1 34.00|$    1 34.00|$    1 34.00|$    1 34.00|$        1 34.00|$        2 26.00|$       2 26.00|$       3 33.00|$         3 33.00|$        3 33.00|||pase|||||
107|316|CTO. EXT. MEXIQUENSE  A-3 A PACHUCA|$         4.00|$            8 .00|$        5 .00|$       1 8.00|$       1 8.00|$       1 8.00|$       1 8.00|$       1 8.00|$          1 8.00|$          3 1.00|$         3 1.00|$         4 6.00|$           4 6.00|$          4 6.00|||pase|||||
108|316|CTO. EXT. MEXIQUENSE  A-4 PACHUCA|$         4.00|$            8 .00|$        5 .00|$       1 8.00|$       1 8.00|$       1 8.00|$       1 8.00|$       1 8.00|$          1 8.00|$          3 1.00|$         3 1.00|$         4 6.00|$           4 6.00|$          4 6.00|||pase|||||
109|316|CTO. EXT. MEXIQUENSE  A-21 - A-22 B. XOCHIAC|$16.00|$          3 3.00|$      1 9.00|$       7 6.00|$       7 6.00|$       7 6.00|$       7 6.00|$       7 6.00|$          7 6.00|$        1 29.00|$       1 29.00|$       1 90.00|$         1 90.00|$        1 90.00|||pase|||||
110|316|CTO. EXT. MEXIQUENSE  T-7 - TEXCOCO|$      2 4.00|$          4 9.00|$      2 8.00|$    1 13.00|$    1 13.00|$    1 13.00|$    1 13.00|$    1 13.00|$        1 13.00|$        1 90.00|$       1 90.00|$       2 81.00|$         2 81.00|$        2 81.00|||pase|||||
111|316|CTO. EXT. MEXIQUENSE  A-27 SAN BUENA VENT|$54.00|$        1 08.00|$      6 1.00|$    2 48.00|$    2 48.00|$    2 48.00|$    2 48.00|$    2 48.00|$        2 48.00|$        4 19.00|$       4 19.00|$       6 17.00|$         6 17.00|$        6 17.00|||pase|||||
112|316|CTO. EXT. MEXIQUENSE A-28 SAN BUENA VENT|$3.00|$            7 .00|$        7 .00|$       2 7.00|$       2 7.00|$       2 7.00|$       2 7.00|$       2 7.00|$          2 7.00|$          4 6.00|$         4 6.00|$         6 8.00|$           6 8.00|$          6 8.00|||pase|||||
113|316|CTO. EXT. MEXIQUENSE  A-31 - A-32 ENT. TULTE|$47.00|$          9 4.00|$      5 3.00|$    2 15.00|$    2 15.00|$    2 15.00|$    2 15.00|$    2 15.00|$        2 15.00|$        3 64.00|$       3 64.00|$       5 36.00|$         5 36.00|$        5 36.00|||pase|||||
114|316|CTO. EXT. MEXIQUENSE A-34 - A-36 V. MEXIQUE|$12.00|$          2 5.00|$      1 4.00|$       5 7.00|$       5 7.00|$       5 7.00|$       5 7.00|$       5 7.00|$          5 7.00|$          9 5.00|$         9 5.00|$       1 41.00|$         1 41.00|$        1 41.00|||pase|||||
115|316|CTO. EXT. MEXIQUENSE  A-33 Y A-35 (AUXILIAR|$8.00|$          1 7.00|$        9 .00|$       3 8.00|$       3 8.00|$       3 8.00|$       3 8.00|$       3 8.00|$          3 8.00|$          6 5.00|$         6 5.00|$         9 5.00|$           9 5.00|$          9 5.00|||pase|||||
116|316|CTO. EXT. MEXIQUENSE  T-5 TULTITLÁN|$      2 0.00|$          4 1.00|$      2 3.00|$       9 5.00|$       9 5.00|$       9 5.00|$       9 5.00|$       9 5.00|$          9 5.00|$        1 60.00|$       1 60.00|$       2 36.00|$         2 36.00|$        2 36.00|||pase|||||
117|316|CTO. EXT. MEXIQUENSE  T6 CUAUTITLÁN-(SAN|$15.00|$          3 0.00|$      1 7.00|$       6 8.00|$       6 8.00|$       6 8.00|$       6 8.00|$       6 8.00|$          6 8.00|$        1 15.00|$       1 15.00|$       1 70.00|$         1 70.00|$        1 70.00|||pase|||||
118|316|CTO. EXT. MEXIQUENSE  AIFA T-5 D.S.I.|$      4 8.00|$          9 6.00|$      5 4.00|$    2 20.00|$    2 20.00|$    2 20.00|$    2 20.00|$    2 20.00|$        2 20.00|$        3 71.00|$       3 71.00|$       5 47.00|$         5 47.00|$        5 47.00|||pase|||||
119|316|CTO. EXT. MEXIQUENSE  AIFA A-35 D.S.I.|$      3 5.00|$          7 1.00|$      4 0.00|$    1 63.00|$    1 63.00|$    1 63.00|$    1 63.00|$    1 63.00|$        1 63.00|$        2 76.00|$       2 76.00|$       4 07.00|$         4 07.00|$        4 07.00|||pase|||||
120|573|indios verdes-san cristobal ecatepec|$      1 4.00|$          2 8.00|$      1 4.00|$       4 7.00|$       4 7.00|$       4 7.00|$       4 7.00|$       4 7.00|$          9 7.00|$          9 7.00|$       1 33.00|$       1 33.00|$         1 33.00|$        1 33.00|$     2 4.00|8.8|pase|||||
121|574|Mexico-lecheria|$      1 7.00|$          3 5.00|$      1 8.00|$       6 0.00|$       6 0.00|$       6 0.00|$       6 0.00|$       6 0.00|$        1 25.00|$        1 25.00|$       1 66.00|$       1 66.00|$         1 66.00|$        1 66.00|$     3 1.00|11.2|pase|56|Mexico-pachuca|||
122|574|MÉXICO-PACHUCA|$      2 1.00|$          4 3.00|$      2 3.00|$       7 8.00|$       7 8.00|$       7 8.00|$       7 8.00|$       7 8.00|$        1 43.00|$        1 56.00|$       1 97.00|$       2 12.00|$         2 12.00|$        2 12.00|$     3 1.00||pase|56|Mexico-pachuca|||
123|575|indios verdez-tizayuca|$      3 4.00|$          6 9.00|$      3 4.00|$    1 37.00|$    1 37.00|$    1 37.00|$    1 37.00|$    1 37.00|$        2 76.00|$        2 76.00|$       4 18.00|$       4 18.00|$         4 18.00|$        4 18.00|$     6 9.00|45.8|pase|56|Mexico-pachuca|||
124|576|MÉXICO-PACHUCA|$      2 0.00|$          4 0.00|$      2 0.00|$       8 0.00|$       8 0.00|$       8 0.00|$       8 0.00|$       8 0.00|$        1 65.00|$        1 65.00|$       2 49.00|$       2 49.00|$         2 49.00|$        2 49.00|$     4 1.00||pase|56|Mexico-pachuca|||
125|904|ECATEPEC-PIRÁMIDES|$      5 5.00|$        1 10.00|$      4 6.00|$    2 10.00|$    3 08.00|$    4 15.00|$    2 10.00|$    3 08.00|$        4 15.00|$        5 14.00|$       6 24.00|$       7 24.00|$         8 28.00|$        9 30.00||22.21|pase|21|Ecatepec-pirámides|||
126|905|Ecatepec-tepexpan|$      2 1.00|$          4 2.00|$      1 6.00|$       7 7.00|$    1 18.00|$    1 52.00|$       7 7.00|$    1 18.00|$        1 52.00|$        1 94.00|$       2 31.00|$       2 68.00|$         3 08.00|$        3 49.00||9.73|pase|21|Ecatepec-pirámides|||
127|905|Tepexpan-san martín de las pirámides|$      2 1.00|$          4 2.00|$      1 6.00|$       7 7.00|$    1 18.00|$    1 52.00|$       7 7.00|$    1 18.00|$        1 52.00|$        1 94.00|$       2 31.00|$       2 68.00|$         3 08.00|$        3 49.00||12.48|sct_site|21|Ecatepec-pirámides|||
128|589 -928|PIRÁMIDES-TEXCOCO|$      1 1.00|$          2 2.00|$        9 .00|$       4 1.00|$       6 3.00|$       8 4.00|$       4 1.00|$       6 3.00|$          8 4.00|$        1 04.00|$       1 26.00|$       1 46.00|$         1 66.00|$        1 88.00|||pase|||||
129|939|PIRÁMIDES-TEXCOCO|$      5 2.00|$        1 04.00|$      4 6.00|$    2 04.00|$    2 64.00|$    3 26.00|$    2 04.00|$    2 64.00|$        3 26.00|$        4 26.00|$       4 93.00|$       5 93.00|$         6 51.00|$        7 11.00|||pase|||||
130|939|PIRÁMIDES-TEXCOCO|$      2 2.00|$          4 4.00|$      1 6.00|$       8 3.00|$    1 43.00|$    2 05.00|$       8 3.00|$    1 43.00|$        2 05.00|$        2 41.00|$       3 08.00|$       3 50.00|$         4 08.00|$        4 68.00|||pase|||||
131|939|PIRÁMIDES-TEXCOCO|$      1 2.00|$          2 4.00|$        6 .00|$       4 4.00|$    1 04.00|$    1 66.00|$       4 4.00|$    1 04.00|$        1 66.00|$        1 82.00|$       2 49.00|$       2 71.00|$         3 29.00|$        3 89.00|||pase|||||
132|913|PEÑON-TEXCOCO|$      3 0.00|$          6 0.00|$      3 0.00|$    1 21.00|$    1 21.00|$    1 21.00|$    1 21.00|$    1 21.00|$        1 21.00|$        1 85.00|$       1 85.00|$       2 43.00|$         2 43.00|$        2 43.00||16.17|pase|62|Peñón-texcoco|||
133|914|PEÑON-TEXCOCO|$      3 0.00|$          6 0.00|$      3 0.00|$    1 21.00|$    1 21.00|$    1 21.00|$    1 21.00|$    1 21.00|$        1 21.00|$        1 85.00|$       1 85.00|$       2 43.00|$         2 43.00|$        2 43.00||16.17|pase|62|Peñón-texcoco|||
134|915|Ent. Circuito exterior mexiquense|$      2 2.00|$          4 5.00|$      2 2.00|$       9 4.00|$       9 4.00|$       9 4.00|$       9 4.00|$       9 4.00|$          9 4.00|$        1 40.00|$       1 40.00|$       1 86.00|$         1 86.00|$        1 86.00||11.87|pase|62|Peñón-texcoco|||
135|577|Tejocotal-nuevo necaxa|$      5 5.00|$        1 11.00|$      5 7.00|$    1 62.00|$    1 62.00|$    1 62.00|$    1 62.00|$    1 62.00|$        1 93.00|$        1 93.00|$       2 62.00|$       2 62.00|$         2 62.00|$        2 62.00|$     8 0.00|17.5|pase|195|Ent. Tulancingo-venta grande|||
136|577|LIBRAMIENTO TULANCINGO-NUEVO NECAXA|$      3 7.00|$          7 5.00|$      3 8.00|$    1 04.00|$    1 04.00|$    1 04.00|$    1 04.00|$    1 04.00|$        1 24.00|$        1 24.00|$       1 63.00|$       1 63.00|$         1 63.00|$        1 63.00|$     5 1.00|22.7|pase|195|Ent. Tulancingo-venta grande|||
137|577|Tulancingo-venta grande|$      1 9.00|$          3 8.00|$      1 9.00|$       5 1.00|$       5 1.00|$       5 1.00|$       5 1.00|$       5 1.00|$          6 5.00|$          6 5.00|$         8 0.00|$         8 0.00|$           8 0.00|$          8 0.00|$     2 6.00|41.2|pase|195|Ent. Tulancingo-venta grande|||
138|578|Asunción-tejocotal|$      1 9.00|$          3 8.00|$      1 9.00|$       5 1.00|$       5 1.00|$       5 1.00|$       5 1.00|$       5 1.00|$          5 9.00|$          5 9.00|$         8 0.00|$         8 0.00|$           8 0.00|$          8 0.00|$     2 6.00|18.5|pase|195|Ent. Tulancingo-venta grande|||
139|585|avila camacho-venustiano carranza|$      4 7.00|$          9 5.00|$      4 8.00|$    1 91.00|$    1 91.00|$    1 91.00|$    2 97.00|$    2 97.00|$        2 97.00|$        5 72.00|$       5 72.00|$       6 78.00|$         6 78.00|$        6 78.00|$   1 43.00|24.048|pase|227|ávila camacho-tihuatlán|||
140|584|venustiano carranza-tihuatlán|$      4 7.00|$          9 5.00|$      4 8.00|$    1 91.00|$    1 91.00|$    1 91.00|$    2 97.00|$    2 97.00|$        2 97.00|$        5 72.00|$       5 72.00|$       6 78.00|$         6 78.00|$        6 78.00|$   1 43.00|24.048|pase|227|ávila camacho-tihuatlán|||
141|579|TIHUATLAN-TUXPAN|$      2 7.00|$          5 5.00|$      3 0.00|$    1 26.00|$    1 26.00|$    1 26.00|$    1 26.00|$    1 26.00|$        2 49.00|$        2 49.00|$       3 68.00|$       3 68.00|$         3 68.00|$        3 68.00|$     6 4.00|37.5|pase|117|Tihuatlán-tuxpam|||
142|580|tihuatlan I-tihuatlan II|$        3 .00|$            6 .00|$        3 .00|$       1 5.00|$       1 5.00|$       1 5.00|$       1 5.00|$       1 5.00|$          3 0.00|$          3 0.00|$         4 3.00|$         4 3.00|$           4 3.00|$          4 3.00|$       8 .00|4.4|pase|117|Tihuatlán-tuxpam|||
143|556|TUXPAN-TAMPICO|$      8 5.00|$        1 71.00|$      8 6.00|$    3 78.00|$    3 78.00|$    3 78.00|$    3 78.00|$    3 78.00|$        3 78.00|$        5 65.00|$       5 65.00|$       6 51.00|$         6 51.00|$        6 51.00|$   1 87.00||pase|||||
144|556|TUXPAN-TAMPICO|$   1 80.00|$        3 59.00|$   1 80.00|$    7 94.00|$    7 94.00|$    7 94.00|$    7 94.00|$    7 94.00|$        7 94.00|$     1 ,189.00|$   1 ,189.00|$    1 ,369.00|$      1 ,369.00|$    1 ,369.00|$   3 95.00||pase|||||
145|556|TUXPAN-TAMPICO|$      9 5.00|$        1 88.00|$      9 4.00|$    4 16.00|$    4 16.00|$    4 16.00|$    4 16.00|$    4 16.00|$        4 16.00|$        6 24.00|$       6 24.00|$       7 18.00|$         7 18.00|$        7 18.00|$   2 08.00||pase|||||
146|464|TUXPAN- TAMPICO|$      2 1.00|$          4 4.00|$      2 0.00|$       9 7.00|$       9 7.00|$       9 7.00|$       9 7.00|$       9 7.00|$          9 7.00|$        1 45.00|$       1 45.00|$       1 65.00|$         1 65.00|$        1 65.00|$     4 8.00||pase|||||
147|177|TIHUATLAN-GUTIERREZ ZAMORA|$      2 8.00|$          5 7.00|$      2 9.00|$    1 15.00|$    1 15.00|$    1 15.00|$       9 8.00|$       9 8.00|$          9 8.00|$        1 66.00|$       1 66.00|$       2 20.00|$         2 20.00|$        2 20.00|$     4 9.00|37.289|pase|30|gutiérrez zamora-tihuatlán|||
148|555|TUXPAN-CARDEL|$      2 8.00|$          5 7.00|$      2 9.00|$    1 15.00|$    1 15.00|$    1 15.00|$       9 8.00|$       9 8.00|$          9 8.00|$        1 66.00|$       1 66.00|$       2 20.00|$         2 20.00|$        2 20.00|$     4 9.00||pase|||||
149|555|TUXPAN-CARDEL|$      9 5.00|$        1 91.00|$      9 7.00|$    4 23.00|$    4 23.00|$    4 23.00|$    4 23.00|$    4 23.00|$        4 23.00|$        6 34.00|$       6 34.00|$       7 31.00|$         7 31.00|$        7 31.00|$   2 12.00||pase|||||
150|555|CARDEL|$   1 23.00|$        2 48.00|$   1 26.00|$    5 38.00|$    5 38.00|$    5 38.00|$    5 21.00|$    5 21.00|$        5 21.00|$        8 00.00|$       8 00.00|$       9 51.00|$         9 51.00|$        9 51.00|$   2 61.00||pase|||||
151|569|TUXPAN-CARDEL|$      6 1.00|$        1 22.00|$      6 1.00|$    2 69.00|$    2 69.00|$    2 69.00|$    2 69.00|$    2 69.00|$        2 69.00|$        4 03.00|$       4 03.00|$       4 64.00|$         4 64.00|$        4 64.00|$   1 29.00||pase|||||
152|569|TUXPAN-CARDEL|$   1 53.00|$        3 06.00|$   1 53.00|$    6 68.00|$    6 68.00|$    6 68.00|$    6 68.00|$    6 68.00|$        6 68.00|$     1 ,001.00|$   1 ,001.00|$    1 ,154.00|$      1 ,154.00|$    1 ,154.00|$   3 33.00||pase|||||
153|569|TUXPAN-CARDEL|$      9 2.00|$        1 84.00|$      9 2.00|$    3 99.00|$    3 99.00|$    3 99.00|$    3 99.00|$    3 99.00|$        3 99.00|$        5 98.00|$       5 98.00|$       6 91.00|$         6 91.00|$        6 91.00|$   2 00.00||pase|||||
154|43|PUENTE NACIONAL TECOLUTLA|$      1 3.00|$          2 6.00|$      1 3.00|$       4 5.00|$       4 5.00|$       4 5.00|$       4 5.00|$       4 5.00|$          9 6.00|$          9 6.00|$       1 46.00|$       1 46.00|$         1 46.00|$        1 46.00|$     2 3.00|0.368|pase|103|puente tecolutla|||
155|112|LIBRAMIENTO PONIENTE DE TAMPICO|$      1 8.00|$          3 7.00|$      1 9.00|$       7 4.00|$       7 4.00|$       7 4.00|$       6 4.00|$       6 4.00|$          6 4.00|$        1 16.00|$       1 16.00|$       1 41.00|$         1 41.00|$        1 41.00|$     3 2.00|14.478|pase|45|libramiento poniente de tampico|||
156|112|boulevard loma real-altamira|$        8 .00|$          1 7.00|$        9 .00|$       3 9.00|$       3 9.00|$       3 9.00|$       3 6.00|$       3 6.00|$          3 6.00|$          5 8.00|$         5 8.00|$         6 8.00|$           6 8.00|$          6 8.00|$     1 8.00|8.378|pase|45|libramiento poniente de tampico|||
157|112|ciudad valles-boulevard loma real|$        9 .00|$          1 8.00|$        9 .00|$       4 0.00|$       4 0.00|$       4 0.00|$       3 9.00|$       3 9.00|$          3 9.00|$          5 8.00|$         5 8.00|$         7 0.00|$           7 0.00|$          7 0.00|$     2 0.00|6.1|pase|45|libramiento poniente de tampico|||
158|49|puente tampico|$      1 8.00|$          3 8.00|$      1 9.00|$       8 2.00|$       8 2.00|$       8 2.00|$       8 2.00|$       8 2.00|$        1 51.00|$        1 51.00|$       2 10.00|$       2 10.00|$         2 10.00|$        2 10.00|$     4 1.00|1.543|pase|102|puente tampico|||
159|14|puente pánuco|$      1 2.00|$          2 4.00|$      1 2.00|$       4 4.00|$       4 4.00|$       4 4.00|$       4 4.00|$       4 4.00|$          8 9.00|$          8 9.00|$       1 22.00|$       1 22.00|$         1 22.00|$        1 22.00|$     2 3.00|0.179|pase|89|puente pánuco|||
